article_title,country,lastrevid,article_quality,population,region
Friedrich Johannes Frommann,Germany,1093387022.0,Start,83.3,WESTERN EUROPE
Paul Fugger von Kirchberg und Weißenhorn,Germany,961559177.0,Stub,83.3,WESTERN EUROPE
Günter Gaus,Germany,1101404633.0,GA,83.3,WESTERN EUROPE
Friedrich von Gentz,Germany,1115440680.0,B,83.3,WESTERN EUROPE
Tobias Goldschmidt,Germany,1102569953.0,Start,83.3,WESTERN EUROPE
Carl Heinrich Wilhelm Hagen,Germany,1089339965.0,Stub,83.3,WESTERN EUROPE
Gert Haller,Germany,1068252041.0,Stub,83.3,WESTERN EUROPE
Karl Harrer,Germany,1028295986.0,Start,83.3,WESTERN EUROPE
Roland Heintze,Germany,1068223262.0,Stub,83.3,WESTERN EUROPE
Hermann Heller (legal scholar),Germany,1095832234.0,Start,83.3,WESTERN EUROPE
Jakob Heller,Germany,1068264022.0,Stub,83.3,WESTERN EUROPE
Ernst Henrici,Germany,990661354.0,Start,83.3,WESTERN EUROPE
Georg Herber,Germany,1063336993.0,GA,83.3,WESTERN EUROPE
Rudolf Hilf,Germany,1065378015.0,Start,83.3,WESTERN EUROPE
Joseph Hillebrand,Germany,1085956099.0,Start,83.3,WESTERN EUROPE
Ulrike Höfken,Germany,1085014516.0,Stub,83.3,WESTERN EUROPE
Herwart von Hohenburg,Germany,1044168190.0,Start,83.3,WESTERN EUROPE
"Franz Christoph Anton, Count of Hohenzollern-Sigmaringen",Germany,1064760958.0,Start,83.3,WESTERN EUROPE
Hermann Eduard von Holst,Germany,1085957484.0,Start,83.3,WESTERN EUROPE
Friedrich von Holstein,Germany,1111872470.0,C,83.3,WESTERN EUROPE
Martin Horn (politician),Germany,1046681559.0,Start,83.3,WESTERN EUROPE
Christoph Ernst von Houwald,Germany,1082762897.0,Start,83.3,WESTERN EUROPE
Bernd Hüttemann,Germany,1103984958.0,Start,83.3,WESTERN EUROPE
Emilie Kiep-Altenloh,Germany,1084967295.0,Stub,83.3,WESTERN EUROPE
Johann Ludwig Klüber,Germany,1001372874.0,Stub,83.3,WESTERN EUROPE
Caio Koch-Weser,Germany,1106322517.0,Start,83.3,WESTERN EUROPE
Tobias Köck,Germany,992518323.0,Start,83.3,WESTERN EUROPE
Francis Kruse,Germany,1079057379.0,Stub,83.3,WESTERN EUROPE
Gottlob Johann Christian Kunth,Germany,1093387209.0,Start,83.3,WESTERN EUROPE
Dieter Kunzelmann,Germany,1109123229.0,Stub,83.3,WESTERN EUROPE
Kurt Blaum,Germany,1112069971.0,Start,83.3,WESTERN EUROPE
Marianne Laqueur,Germany,1076451247.0,Start,83.3,WESTERN EUROPE
Charles Lavy,Germany,1074874230.0,Stub,83.3,WESTERN EUROPE
Felix Lichnowsky,Germany,1077654837.0,Start,83.3,WESTERN EUROPE
Moriz Lieber,Germany,1027471881.0,Start,83.3,WESTERN EUROPE
Eduard von Liebert,Germany,1109188118.0,C,83.3,WESTERN EUROPE
Ludwig von Lützow (politician),Germany,804957332.0,Stub,83.3,WESTERN EUROPE
Carl Otto von Madai,Germany,1085599848.0,Stub,83.3,WESTERN EUROPE
Wolfgang Mischnick,Germany,1112295425.0,C,83.3,WESTERN EUROPE
Armin Mohler,Germany,1109261988.0,C,83.3,WESTERN EUROPE
Max Montgelas,Germany,1068164318.0,Start,83.3,WESTERN EUROPE
Wolfgang Müller von Königswinter,Germany,1042527354.0,Start,83.3,WESTERN EUROPE
Joseph Musiol,Germany,1016666026.0,Start,83.3,WESTERN EUROPE
Theodor Olshausen,Germany,1113510313.0,Start,83.3,WESTERN EUROPE
Dietrich Heinrich Ludwig von Ompteda,Germany,1087370444.0,Start,83.3,WESTERN EUROPE
Max von Oppenheim,Germany,1094067330.0,FA,83.3,WESTERN EUROPE
Christian Friedrich von Otto,Germany,1012546526.0,Stub,83.3,WESTERN EUROPE
Christian Theodor Overbeck,Germany,1098863553.0,Stub,83.3,WESTERN EUROPE
Hans Paasche,Germany,1069647177.0,C,83.3,WESTERN EUROPE
Walter von Saint Paul-Illaire,Germany,1084965273.0,C,83.3,WESTERN EUROPE
Friedrich-Carl Peus,Germany,1008949457.0,Stub,83.3,WESTERN EUROPE
H. Busso Peus,Germany,1005034968.0,Stub,83.3,WESTERN EUROPE
Wolfgang Pfahl,Germany,1099833178.0,Stub,83.3,WESTERN EUROPE
Franz Seraph von Pfistermeister,Germany,1107613099.0,Start,83.3,WESTERN EUROPE
Adolf Pilar von Pilchau,Germany,1063814286.0,Start,83.3,WESTERN EUROPE
Boris Pistorius,Germany,1068458723.0,GA,83.3,WESTERN EUROPE
Gunter Pleuger,Germany,1104322145.0,Stub,83.3,WESTERN EUROPE
Eduard Puricelli,Germany,1096745331.0,Start,83.3,WESTERN EUROPE
Johan Rantzau,Germany,1115015874.0,Start,83.3,WESTERN EUROPE
Albrecht von Rechenberg,Germany,1113811454.0,C,83.3,WESTERN EUROPE
Moritz Rittinghausen,Germany,1067085488.0,B,83.3,WESTERN EUROPE
Wolfgang Roth (politician),Germany,1100825660.0,Start,83.3,WESTERN EUROPE
Eduard von Schele zu Schelenburg,Germany,785399343.0,Stub,83.3,WESTERN EUROPE
Marco Scherbaum,Germany,1035698461.0,C,83.3,WESTERN EUROPE
Paul Schiemann,Germany,1088399730.0,C,83.3,WESTERN EUROPE
Ernst Wilhelm von Schlabrendorf,Germany,1001280832.0,Stub,83.3,WESTERN EUROPE
Friedrich Gustav Carl Ulrich Franz von Schnehen,Germany,971361950.0,Stub,83.3,WESTERN EUROPE
Andreas von Schoeler,Germany,1100044716.0,Start,83.3,WESTERN EUROPE
"Joachim, Count of Schönburg-Glauchau",Germany,1107354164.0,Start,83.3,WESTERN EUROPE
Peter Schott,Germany,1083058544.0,Start,83.3,WESTERN EUROPE
Günther Schwarz (politician),Germany,1096148976.0,Stub,83.3,WESTERN EUROPE
"Adam, Count of Schwarzenberg",Germany,1081128413.0,C,83.3,WESTERN EUROPE
Mignon Schwenke,Germany,1078055144.0,Stub,83.3,WESTERN EUROPE
Veit Ludwig von Seckendorff,Germany,1060960076.0,Start,83.3,WESTERN EUROPE
Joachim Siegerist,Germany,1114262519.0,Start,83.3,WESTERN EUROPE
Paul Spiegel,Germany,1081789630.0,Start,83.3,WESTERN EUROPE
Baldur Springmann,Germany,1109697793.0,Start,83.3,WESTERN EUROPE
Ashok-Alexander Sridharan,Germany,1093387162.0,C,83.3,WESTERN EUROPE
Gerhard Stahl,Germany,1106125356.0,C,83.3,WESTERN EUROPE
Karl von Starck,Germany,1093387150.0,Stub,83.3,WESTERN EUROPE
Gustav Adolf Steengracht von Moyland,Germany,1101443177.0,Stub,83.3,WESTERN EUROPE
Henry Ernest of Stolberg-Wernigerode,Germany,952858312.0,Start,83.3,WESTERN EUROPE
Günter-Helge Strickstrack,Germany,1101202253.0,Stub,83.3,WESTERN EUROPE
Anna Strohsahl,Germany,1072989611.0,C,83.3,WESTERN EUROPE
Bertram von Sturm,Germany,1105328568.0,Start,83.3,WESTERN EUROPE
Heinrich Sudermann,Germany,1093940916.0,Stub,83.3,WESTERN EUROPE
Anton Tausche,Germany,1019260550.0,Start,83.3,WESTERN EUROPE
Wolfgang Templin,Germany,1050277861.0,Start,83.3,WESTERN EUROPE
Stanislaw Trabalski,Germany,1113737373.0,C,83.3,WESTERN EUROPE
Heinrich Voelter,Germany,1093387113.0,Stub,83.3,WESTERN EUROPE
Hans-Karl von Unger,Germany,1070061609.0,Stub,83.3,WESTERN EUROPE
Hellmuth Weiss,Germany,1092937402.0,Stub,83.3,WESTERN EUROPE
Hugo Wesendonck,Germany,1016582283.0,Start,83.3,WESTERN EUROPE
Klaus Wiener,Germany,1096229854.0,Start,83.3,WESTERN EUROPE
Willi Brundert,Germany,1112014445.0,Start,83.3,WESTERN EUROPE
Ludwig Georg Winter,Germany,1062661561.0,Stub,83.3,WESTERN EUROPE
Hermann Wittich,Germany,1011310804.0,Stub,83.3,WESTERN EUROPE
Petra Zais,Germany,1056946262.0,Start,83.3,WESTERN EUROPE
Hans Ziegler (politician),Germany,1071469913.0,Start,83.3,WESTERN EUROPE
Nicolas Zippelius,Germany,1093385763.0,Stub,83.3,WESTERN EUROPE
Yaw Owusu Addo,Ghana,1065923425.0,Stub,33.5,WESTERN AFRICA
Joseph Adjei Buadi,Ghana,1061628478.0,Start,33.5,WESTERN AFRICA
Daniel Alolga Akata Pore,Ghana,1073036835.0,Stub,33.5,WESTERN AFRICA
Chris Bukari Atim,Ghana,959224438.0,Stub,33.5,WESTERN AFRICA
Ato Austin,Ghana,1093114915.0,Start,33.5,WESTERN AFRICA
Kofi Batsa,Ghana,1087765660.0,Start,33.5,WESTERN AFRICA
Larry Bimi,Ghana,1098579767.0,Stub,33.5,WESTERN AFRICA
George Boakye,Ghana,1073797199.0,Start,33.5,WESTERN AFRICA
Nana Agyenim Boateng,Ghana,1093130645.0,Stub,33.5,WESTERN AFRICA
Alhaji Umar B. Bodinga,Ghana,1093130635.0,Stub,33.5,WESTERN AFRICA
Cornelius Dartey Tay,Ghana,1114123502.0,Stub,33.5,WESTERN AFRICA
Vincent Kwabena Damuah,Ghana,1028775193.0,C,33.5,WESTERN AFRICA
Daniel Buadi,Ghana,1109993134.0,Start,33.5,WESTERN AFRICA
Dickson Adomako Kissi,Ghana,1105487488.0,Start,33.5,WESTERN AFRICA
G. A. K. Dzansi,Ghana,1070814156.0,Start,33.5,WESTERN AFRICA
Ekow Daniels,Ghana,1113264331.0,Stub,33.5,WESTERN AFRICA
Emmanuel Kwamina Crentsil,Ghana,1109989757.0,Stub,33.5,WESTERN AFRICA
Samuel Gyabaah,Ghana,1107578600.0,Stub,33.5,WESTERN AFRICA
J. E. Casely Hayford,Ghana,1105203777.0,C,33.5,WESTERN AFRICA
Hopeson Adorye,Ghana,1115853944.0,Stub,33.5,WESTERN AFRICA
Mariam Iddrisu,Ghana,1106941716.0,Start,33.5,WESTERN AFRICA
John Kofi Barku Tettegah,Ghana,1073037069.0,C,33.5,WESTERN AFRICA
Agyen Kokobo,Ghana,1103370225.0,Start,33.5,WESTERN AFRICA
Kofi Koranteng,Ghana,1105318021.0,C,33.5,WESTERN AFRICA
Ofusu Kwabi,Ghana,1103370473.0,Stub,33.5,WESTERN AFRICA
Dan Lartey,Ghana,1073037101.0,Start,33.5,WESTERN AFRICA
Joshua Makubu,Ghana,1077828963.0,Start,33.5,WESTERN AFRICA
Margaret Ocran,Ghana,1114123721.0,Stub,33.5,WESTERN AFRICA
John Mensah Sarbah,Ghana,1105403308.0,C,33.5,WESTERN AFRICA
Frederick Nanka-Bruce,Ghana,1101467306.0,Start,33.5,WESTERN AFRICA
Nelson Kwami Maglo,Ghana,1115083610.0,Start,33.5,WESTERN AFRICA
Matthew Opoku Prempeh,Ghana,1115681263.0,C,33.5,WESTERN AFRICA
Prince Ofosu Sefah,Ghana,,,33.5,WESTERN AFRICA
Benjamin Quartey-Papafio,Ghana,1107694631.0,B,33.5,WESTERN AFRICA
Shani Alhassan Saibu,Ghana,1093131797.0,Stub,33.5,WESTERN AFRICA
John Hope Smith,Ghana,1041213534.0,Start,33.5,WESTERN AFRICA
Sulemanu Kwame Tandoh,Ghana,1113923144.0,Start,33.5,WESTERN AFRICA
John van der Puije,Ghana,1075906576.0,C,33.5,WESTERN AFRICA
Victoria Tagoe,Ghana,1106274564.0,Stub,33.5,WESTERN AFRICA
Nana Oye Mansa Yeboaa,Ghana,1073037291.0,Start,33.5,WESTERN AFRICA
Sefis Anastasakos,Greece,1114739706.0,Stub,10.6,SOUTHERN EUROPE
Avraam Vaporidis,Greece,1114426656.0,Stub,10.6,SOUTHERN EUROPE
Christos Daralexis,Greece,1083450519.0,Stub,10.6,SOUTHERN EUROPE
Alcibiades Diamandi,Greece,1114419735.0,C,10.6,SOUTHERN EUROPE
Ali Dino,Greece,1100574549.0,Stub,10.6,SOUTHERN EUROPE
Georgios Drys,Greece,1100415739.0,Stub,10.6,SOUTHERN EUROPE
Asimakis Fotilas,Greece,1006771435.0,Start,10.6,SOUTHERN EUROPE
Spyridon Galinos,Greece,1089668131.0,Stub,10.6,SOUTHERN EUROPE
Nasos Iliopoulos,Greece,1106592503.0,Start,10.6,SOUTHERN EUROPE
Ioannis Malachias,Greece,1114420316.0,Stub,10.6,SOUTHERN EUROPE
Theophilos Kamberidis,Greece,1110970525.0,C,10.6,SOUTHERN EUROPE
Stavros Karampelas,Greece,1104181536.0,Stub,10.6,SOUTHERN EUROPE
Ioanna Karyofylli,Greece,1056916313.0,Start,10.6,SOUTHERN EUROPE
Giorgos Katiforis,Greece,1111751689.0,Stub,10.6,SOUTHERN EUROPE
Yannis Katsafados,Greece,1104181599.0,Stub,10.6,SOUTHERN EUROPE
Matthaios Kofidis,Greece,1102436898.0,B,10.6,SOUTHERN EUROPE
Georgios Kourtoglou,Greece,1114426821.0,Stub,10.6,SOUTHERN EUROPE
Failos Kranidiotis,Greece,1104132636.0,Start,10.6,SOUTHERN EUROPE
Nikolaos Makris,Greece,1111030855.0,Stub,10.6,SOUTHERN EUROPE
Ismail Molla,Greece,1104133505.0,Stub,10.6,SOUTHERN EUROPE
Yannis Moralis (politician),Greece,1100915111.0,Start,10.6,SOUTHERN EUROPE
Traianos Nallis,Greece,1114425452.0,Start,10.6,SOUTHERN EUROPE
Theodoros Negris,Greece,1102675411.0,Start,10.6,SOUTHERN EUROPE
Nicholas Yatromanolakis,Greece,1100089189.0,Start,10.6,SOUTHERN EUROPE
Alketas Panagoulias,Greece,1104856286.0,C,10.6,SOUTHERN EUROPE
Yiannis Papadimitriou,Greece,1108494320.0,Stub,10.6,SOUTHERN EUROPE
Alekos Papadopoulos,Greece,1107126511.0,Start,10.6,SOUTHERN EUROPE
Takis Papageorgopoulos,Greece,1105944213.0,Stub,10.6,SOUTHERN EUROPE
Fotis Perlikos,Greece,1104133452.0,Start,10.6,SOUTHERN EUROPE
Avraham Rakanti,Greece,1072684407.0,Stub,10.6,SOUTHERN EUROPE
Vassilis Rotas,Greece,1102118708.0,Start,10.6,SOUTHERN EUROPE
Neoklis Sarris,Greece,1104130544.0,Start,10.6,SOUTHERN EUROPE
Simos Simopoulos,Greece,1105193105.0,Stub,10.6,SOUTHERN EUROPE
Sofoklis Avraam Choudaverdoglou-Theodotos,Greece,1114427010.0,Start,10.6,SOUTHERN EUROPE
Christos Stefanopoulos,Greece,1012908864.0,Stub,10.6,SOUTHERN EUROPE
Fotini Dekazou Stefanopoulou,Greece,1098836353.0,Stub,10.6,SOUTHERN EUROPE
Georgios Tertsetis,Greece,1104880784.0,Start,10.6,SOUTHERN EUROPE
Giannis Theonas,Greece,1098690964.0,Stub,10.6,SOUTHERN EUROPE
Theofanis Tombras,Greece,1114952556.0,C,10.6,SOUTHERN EUROPE
Eugenia Tsoumani-Spentza,Greece,1104132955.0,Stub,10.6,SOUTHERN EUROPE
Nikolaos Tsourouktsoglou,Greece,1114427025.0,Start,10.6,SOUTHERN EUROPE
Spyridon Valettas,Greece,1110410508.0,Start,10.6,SOUTHERN EUROPE
Leonidas Varouxis,Greece,980510556.0,Stub,10.6,SOUTHERN EUROPE
Nikitas Venizelos,Greece,1102875015.0,Stub,10.6,SOUTHERN EUROPE
Lysandros Vilaetis,Greece,1109867368.0,Stub,10.6,SOUTHERN EUROPE
Nikolaos Vilaetis,Greece,996226732.0,Stub,10.6,SOUTHERN EUROPE
Anestis Vlahos,Greece,1111524798.0,Stub,10.6,SOUTHERN EUROPE
Christos Zachopoulos,Greece,1104181728.0,Stub,10.6,SOUTHERN EUROPE
Konstantinos Zervas,Greece,1115831578.0,Start,10.6,SOUTHERN EUROPE
Spiros Zournatzis,Greece,1110992544.0,Stub,10.6,SOUTHERN EUROPE
Francis Alexis,Grenada,1106131084.0,Start,0.1,CARIBBEAN
Gloria Banfield,Grenada,1110309816.0,Stub,0.1,CARIBBEAN
Michael Church,Grenada,1081369594.0,Stub,0.1,CARIBBEAN
George E. D. Clyne,Grenada,1108379059.0,Stub,0.1,CARIBBEAN
John Watts (Grenadian politician),Grenada,1108378504.0,C,0.1,CARIBBEAN
Aldana Sandoval,Guatemala,1016735357.0,Start,17.8,CENTRAL AMERICA
Bernardo Arévalo,Guatemala,1094016150.0,Stub,17.8,CENTRAL AMERICA
Diego Arzú,Guatemala,994008639.0,Stub,17.8,CENTRAL AMERICA
Roberto Arzú,Guatemala,1115340042.0,Start,17.8,CENTRAL AMERICA
José Alejandro de Aycinena,Guatemala,1105274921.0,Start,17.8,CENTRAL AMERICA
Juan José de Aycinena y Piñol,Guatemala,1049450556.0,C,17.8,CENTRAL AMERICA
Mariano de Aycinena y Piñol,Guatemala,1102014820.0,GA,17.8,CENTRAL AMERICA
José Francisco Barrundia,Guatemala,1103779590.0,Start,17.8,CENTRAL AMERICA
Luis Batres Juarros,Guatemala,1112182409.0,C,17.8,CENTRAL AMERICA
José Batres Montúfar,Guatemala,1022252511.0,C,17.8,CENTRAL AMERICA
Óscar Berger,Guatemala,1089285349.0,Start,17.8,CENTRAL AMERICA
Pedro Brolo,Guatemala,1081681567.0,Start,17.8,CENTRAL AMERICA
Ricardo Bueso,Guatemala,940020310.0,Stub,17.8,CENTRAL AMERICA
Harold Caballeros,Guatemala,1099268106.0,C,17.8,CENTRAL AMERICA
Jafeth Cabrera,Guatemala,1099270690.0,Start,17.8,CENTRAL AMERICA
Carlos Castillo Medrano,Guatemala,1015536139.0,Stub,17.8,CENTRAL AMERICA
Guillermo Castillo Reyes,Guatemala,1099268320.0,Stub,17.8,CENTRAL AMERICA
Álvaro Colom,Guatemala,1105560502.0,C,17.8,CENTRAL AMERICA
Manuel Conde Orellana,Guatemala,1101960386.0,Stub,17.8,CENTRAL AMERICA
Edwin Escobar Hill,Guatemala,1102909542.0,Start,17.8,CENTRAL AMERICA
Rafael Espada,Guatemala,1104658241.0,Start,17.8,CENTRAL AMERICA
Isaac Farchi,Guatemala,1079444582.0,Stub,17.8,CENTRAL AMERICA
Juan Alfonso Fuentes Soria,Guatemala,1099270758.0,Stub,17.8,CENTRAL AMERICA
Estuardo Galdámez,Guatemala,1079728548.0,Stub,17.8,CENTRAL AMERICA
Jorge García Granados,Guatemala,1005789513.0,Start,17.8,CENTRAL AMERICA
Alejandro Giammattei,Guatemala,1114220020.0,GA,17.8,CENTRAL AMERICA
Joaquín Méndez,Guatemala,994237073.0,Start,17.8,CENTRAL AMERICA
Jonathan Menkos,Guatemala,1061130261.0,Stub,17.8,CENTRAL AMERICA
José Milla y Vidaurre,Guatemala,1096499032.0,Start,17.8,CENTRAL AMERICA
Roberto Molina Barreto,Guatemala,988794061.0,Stub,17.8,CENTRAL AMERICA
Pedro Molina Mazariegos,Guatemala,1085227843.0,Stub,17.8,CENTRAL AMERICA
Luis Francisco Ortega Menaldo,Guatemala,1099693937.0,Stub,17.8,CENTRAL AMERICA
Manuel Francisco Pavón Aycinena,Guatemala,1112182125.0,C,17.8,CENTRAL AMERICA
Otto Pérez Molina,Guatemala,1109584660.0,B,17.8,CENTRAL AMERICA
Samuel Pérez Álvarez,Guatemala,1053436126.0,Stub,17.8,CENTRAL AMERICA
Guillermo Pineda,Guatemala,1113000081.0,Start,17.8,CENTRAL AMERICA
Ramiro Ponce Monroy,Guatemala,1070637606.0,Stub,17.8,CENTRAL AMERICA
Alfonso Portillo,Guatemala,1108568192.0,C,17.8,CENTRAL AMERICA
Mariano Rivera Paz,Guatemala,1111971102.0,FA,17.8,CENTRAL AMERICA
Rafael Spinola,Guatemala,1110719920.0,GA,17.8,CENTRAL AMERICA
Eduardo Stein,Guatemala,1106098519.0,Start,17.8,CENTRAL AMERICA
Manuel Villacorta,Guatemala,1099232298.0,Start,17.8,CENTRAL AMERICA
Najib Roger Accar,Guinea,1112725055.0,Stub,13.9,WESTERN AFRICA
Thierno Aliou,Guinea,1025501033.0,Start,13.9,WESTERN AFRICA
Mahmoud Bah,Guinea,1049369237.0,Start,13.9,WESTERN AFRICA
Mamadou Boye Bah,Guinea,1115876744.0,Start,13.9,WESTERN AFRICA
Fodé Bangoura,Guinea,1009816783.0,Stub,13.9,WESTERN AFRICA
Karim Bangoura,Guinea,1073546958.0,Stub,13.9,WESTERN AFRICA
Mafory Bangoura,Guinea,1113979706.0,GA,13.9,WESTERN AFRICA
Barry III,Guinea,1037294196.0,C,13.9,WESTERN AFRICA
Alpha Oumar Barry,Guinea,1100306971.0,Start,13.9,WESTERN AFRICA
Diawadou Barry,Guinea,1112725061.0,Start,13.9,WESTERN AFRICA
Ibrahima Sory Barry,Guinea,1112725057.0,Stub,13.9,WESTERN AFRICA
Édouard Benjamin,Guinea,1098226724.0,Stub,13.9,WESTERN AFRICA
Balla Camara,Guinea,1115876902.0,Stub,13.9,WESTERN AFRICA
Bengaly Camara,Guinea,1112725056.0,Stub,13.9,WESTERN AFRICA
Damantang Camara,Guinea,1112724242.0,Stub,13.9,WESTERN AFRICA
Faraban Camara,Guinea,1112725059.0,Stub,13.9,WESTERN AFRICA
Sekou Benna Camara,Guinea,1009820042.0,Start,13.9,WESTERN AFRICA
Zeinab Camara,Guinea,1112724247.0,Start,13.9,WESTERN AFRICA
Fode Cisse,Guinea,1112725062.0,Stub,13.9,WESTERN AFRICA
Saliou Coumbassa,Guinea,1112725065.0,Start,13.9,WESTERN AFRICA
Moussa Diakité,Guinea,1073455560.0,Start,13.9,WESTERN AFRICA
Abdourahamane Diallo,Guinea,1112725058.0,Stub,13.9,WESTERN AFRICA
Boubacar Yacine Diallo,Guinea,935484538.0,Stub,13.9,WESTERN AFRICA
Mamadou Pathé Diallo,Guinea,1073454394.0,Start,13.9,WESTERN AFRICA
Siradiou Diallo,Guinea,1112724249.0,C,13.9,WESTERN AFRICA
Yacine Diallo,Guinea,1092557835.0,Stub,13.9,WESTERN AFRICA
Lansana Diané,Guinea,1063277893.0,C,13.9,WESTERN AFRICA
Alioune Dramé,Guinea,1115877395.0,Start,13.9,WESTERN AFRICA
K. Guilavogui,Guinea,1112725060.0,Stub,13.9,WESTERN AFRICA
Mory Sinkoun Kaba,Guinea,1060639872.0,Start,13.9,WESTERN AFRICA
Tibou Kamara,Guinea,1112725372.0,Stub,13.9,WESTERN AFRICA
Fodéba Keïta,Guinea,1067563243.0,C,13.9,WESTERN AFRICA
N'Famara Keïta,Guinea,1115876522.0,Start,13.9,WESTERN AFRICA
Dansa Kourouma,Guinea,1101142891.0,Stub,13.9,WESTERN AFRICA
Mohamed Mancona Kouyaté,Guinea,1112725066.0,Stub,13.9,WESTERN AFRICA
Édouard Niankoye Lamah,Guinea,1112725069.0,Stub,13.9,WESTERN AFRICA
Albert Liurette,Guinea,1085978167.0,Stub,13.9,WESTERN AFRICA
Achkar Marof,Guinea,1101766150.0,Start,13.9,WESTERN AFRICA
Claude Pivi,Guinea,1112725067.0,Stub,13.9,WESTERN AFRICA
Dinah Salifou,Guinea,1037922695.0,C,13.9,WESTERN AFRICA
Koutoub Moustapha Sano,Guinea,1093887825.0,Start,13.9,WESTERN AFRICA
Mamba Sano,Guinea,1009816569.0,Stub,13.9,WESTERN AFRICA
Aissata Mariama Soumah,Guinea,1097485606.0,Stub,13.9,WESTERN AFRICA
Ibrahima Abé Sylla,Guinea,1107767553.0,Start,13.9,WESTERN AFRICA
Diallo Telli,Guinea,1102824817.0,C,13.9,WESTERN AFRICA
Abdoulaye Touré,Guinea,1112724313.0,Start,13.9,WESTERN AFRICA
Ahmed Sékou Touré,Guinea,1112724316.0,C,13.9,WESTERN AFRICA
Facinet Touré,Guinea,1098811499.0,Stub,13.9,WESTERN AFRICA
Fode Mamadou Touré,Guinea,1106179969.0,Stub,13.9,WESTERN AFRICA
Ismaël Touré,Guinea,1073451932.0,GA,13.9,WESTERN AFRICA
Elhadj Oumar Traoré,Guinea,1096054747.0,Stub,13.9,WESTERN AFRICA
Fatumata Djau Baldé,Guinea-Bissau,1107191100.0,Stub,2.1,WESTERN AFRICA
Botche Candé,Guinea-Bissau,992221311.0,Stub,2.1,WESTERN AFRICA
Juliano Fernandes,Guinea-Bissau,1015285975.0,Stub,2.1,WESTERN AFRICA
Teodora Inácia Gomes,Guinea-Bissau,1060153270.0,C,2.1,WESTERN AFRICA
Desejado Lima da Costa,Guinea-Bissau,1032053724.0,Stub,2.1,WESTERN AFRICA
Aristide Menezes,Guinea-Bissau,962416187.0,Stub,2.1,WESTERN AFRICA
Florentino Mendes Pereira,Guinea-Bissau,1050514853.0,Stub,2.1,WESTERN AFRICA
Carmelita Pires,Guinea-Bissau,1106560808.0,Start,2.1,WESTERN AFRICA
Antony Beaujon,Guyana,1106439867.0,C,0.8,SOUTH AMERICA
Stephen Campbell,Guyana,1013071843.0,Start,0.8,SOUTH AMERICA
John Carter (ambassador),Guyana,1096498796.0,Start,0.8,SOUTH AMERICA
Peter D'Aguiar,Guyana,1100463683.0,C,0.8,SOUTH AMERICA
Roy Fredericks,Guyana,1104523261.0,Start,0.8,SOUTH AMERICA
Rahman Baccus Gajraj,Guyana,1096500129.0,Stub,0.8,SOUTH AMERICA
Winifred Gaskin,Guyana,1016837135.0,C,0.8,SOUTH AMERICA
Joseph Harmon,Guyana,1106715889.0,Stub,0.8,SOUTH AMERICA
Rashleigh Jackson,Guyana,1108864086.0,Stub,0.8,SOUTH AMERICA
Manzoor Nadir,Guyana,1114156655.0,Start,0.8,SOUTH AMERICA
Ubraj Narine,Guyana,1087702811.0,Stub,0.8,SOUTH AMERICA
Robert Persaud,Guyana,1088025837.0,Stub,0.8,SOUTH AMERICA
Jane Phillips-Gay,Guyana,1073902299.0,C,0.8,SOUTH AMERICA
Barton Scotland,Guyana,1106310966.0,Stub,0.8,SOUTH AMERICA
C. N. Sharma,Guyana,1072664390.0,Start,0.8,SOUTH AMERICA
Alfred A. Thorne,Guyana,1115788783.0,B,0.8,SOUTH AMERICA
A. R. F. Webber,Guyana,1083499032.0,Start,0.8,SOUTH AMERICA
Robert Victor Evan Wong,Guyana,1028313429.0,C,0.8,SOUTH AMERICA
President of Haiti,Haiti,1098603555.0,C,11.6,CARIBBEAN
Georges Anglade,Haiti,1111159275.0,Start,11.6,CARIBBEAN
Paul Arcelin,Haiti,1052181280.0,Start,11.6,CARIBBEAN
Rosalvo Bobo,Haiti,1107825181.0,Start,11.6,CARIBBEAN
Jean-Fernand Brierre,Haiti,1112520458.0,Start,11.6,CARIBBEAN
Luckner Cambronne,Haiti,1105781428.0,Start,11.6,CARIBBEAN
Massillon Coicou,Haiti,1101538289.0,C,11.6,CARIBBEAN
Oswald Durand,Haiti,1067767886.0,C,11.6,CARIBBEAN
Evans Lescouflair,Haiti,1109006283.0,Stub,11.6,CARIBBEAN
Gérard Gourgue,Haiti,1105537507.0,Start,11.6,CARIBBEAN
Ariel Henry,Haiti,1114435824.0,GA,11.6,CARIBBEAN
Fernand Hibbert,Haiti,1031557383.0,Stub,11.6,CARIBBEAN
Jean-Chrisostôme Imbert,Haiti,1071832914.0,Stub,11.6,CARIBBEAN
Joseph Mécène Jean-Louis,Haiti,1039764304.0,Stub,11.6,CARIBBEAN
Jean Julme,Haiti,999440341.0,Start,11.6,CARIBBEAN
Joseph Lambert (Haitian politician),Haiti,1110088327.0,Start,11.6,CARIBBEAN
Lorimer Denis,Haiti,1055857995.0,Start,11.6,CARIBBEAN
Robert Manuel (politician),Haiti,1075518483.0,Start,11.6,CARIBBEAN
Frédéric Marcelin,Haiti,1089181518.0,Stub,11.6,CARIBBEAN
